detailFund.acronym,detailFund.tradingName,detailFund.tradingCode,detailFund.tradingCodeOthers,detailFund.cnpj,detailFund.classification,detailFund.webSite,detailFund.fundAddress,detailFund.fundPhoneNumberDDD,detailFund.fundPhoneNumber,detailFund.fundPhoneNumberFax,detailFund.positionManager,detailFund.managerName,detailFund.companyAddress,detailFund.companyPhoneNumberDDD,detailFund.companyPhoneNumber,detailFund.companyPhoneNumberFax,detailFund.companyEmail,detailFund.companyName,detailFund.quotaCount,detailFund.quotaDateApproved,detailFund.typeFNET,detailFund.codes,detailFund.codesOther,detailFund.segment,shareHolder.shareHolderName,shareHolder.shareHolderAddress,shareHolder.shareHolderPhoneNumberDDD,shareHolder.shareHolderPhoneNumber,shareHolder.shareHolderFaxNumber,shareHolder.shareHolderEmail,url
SACL,FII S CARLOS,,,41833927000190,Financeiro e Outros/Fundos/Fundos Imobiliários,WWW.BRLTRUST.COM.BR,R IGUATEMI 151 - 19 ANDAR (PARTE) - CEP: 1451011 CIDADE: SÃO PAULO UF: SP,11,31330350,0,DIRETOR RESPONSAVEL,DANILO CHRISTÓFARO BARBIERI,R IGUATEMI 151 - 19 ANDAR (PARTE) - CEP: 1451011 CIDADE: SÃO PAULO UF: SP,11,31330350,0,FII@BRLTRUST.COM.BR,SÃO CARLOS RENDA IMOBILIÁRIA FDO. INV. IMOB.      ,2565000,2021-09-16,,,,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiNDE4MzM5MjcwMDAxOTAiLCJpZGVudGlmaWVyRnVuZCI6IlNBQ0wiLCJ0eXBlRnVuZCI6N30=
BBPO,FII BB PRGII,BBPO11 ,,14410722000129,Financeiro e Outros/Fundos/Fundos Imobiliários,www.vam.com.br,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7 ANDAR - CEP: 4794000 CIDADE: SÃO PAULO UF: SP,11,51715053,51715057,DIRETOR RESPONSAVEL,ALEXANDRE LUIZ ZIMATH,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7 ANDAR - CEP: 4794000 CIDADE: SÃO PAULO UF: SP,11,51715053,51715057,vam-cvm@vam.com.br,BB PROGRESSIVO II FDO INV IMOB - FII              ,15919690,2012-08-03,,['BBPO11'],,,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.  ,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7.ANDAR - CEP: 4794970 Cidade: SÃO PAULO UF: SP,11,51715053,51715057,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCQlBPIn0=
SPVJ,FII S VAREJO,,,27538422000171,Financeiro e Outros/Fundos/Fundos Imobiliários,vortx.com.br,"AV BRIGADEIRO FARIA LIMA 2277 - 2 ANDAR, CONJ. 202 - CEP: 1452000 CIDADE: SÃO PAULO UF: SP",11,30307177,0,DIRETOR RESPONSAVEL,ERNANE DIVINO DOS SANTOS ALVES,"AV BRIGADEIRO FARIA LIMA 2277 - 2 ANDAR, CONJ. 202 - CEP: 1452000 CIDADE: SÃO PAULO UF: SP",11,30307177,0,fii@brltrust.com.br,FUND. INVEST. IMOB. SUCCESPAR VAREJO              ,6312090,2021-08-09,,,,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJTUFZKIn0=
FARU,FII FARU    ,,,47240652000167,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.daycoval.com.br/,"Avenida Paulista, 1793 -  - CEP: 1311200 CIDADE: São Paulo UF: SP",11,31381300,0,DIRETOR RESPONSAVEL                     ,VINICIUS DANIEL PAGLIACI DA ROCHA,"Avenida Paulista, 1793 -  - CEP: 1311200 CIDADE: São Paulo UF: SP",11,31381300,0,vinicius.rocha@bancodaycoval.com.br,FATOR RENDA URBANA FDO DE INV IMOB                ,8000000,2023-01-12,,,,,BANCO DAYCOVAL S/A                      ,AV Paulista 1793 - CEP: 1311200 Cidade: São Paulo UF: SP,11,31381024,0,ricardo.gelbaum@bancodaycoval.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiNDcyNDA2NTIwMDAxNjciLCJpZGVudGlmaWVyRnVuZCI6IkZBUlUiLCJ0eXBlRnVuZCI6N30=
JCDA,FII JCDA I  ,,,31772231000147,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.brltrust.com.br/,"RUA IGUATEMI, 151 - 19º andar - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI,"RUA IGUATEMI, 151 - 19º andar - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330350,0,cadastro.doc@brltrust.com.br,JACARANDÁ I FUNDO DE INVESTIMENTO IMOBILIÁRIO -FII,11740075,2022-01-27,,,,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiMzE3NzIyMzEwMDAxNDciLCJpZGVudGlmaWVyRnVuZCI6IkpDREEiLCJ0eXBlRnVuZCI6N30=
VCRA,FIAGRO VCRA ,VCRA11 ,,42502827000143,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"Avenida Brigadeiro Faria Lima, 3400 - Avenida Brigadeiro Faria Lima - CEP: 4538132 CIDADE: São Paulo UF: SP",11,30726319,0,DIRETOR RESPONSAVEL                     ,ROBERTA ANCHIETA DA SILVA                                   ,"Avenida Brigadeiro Faria Lima, 3400 - Avenida Brigadeiro Faria Lima - CEP: 4538132 CIDADE: São Paulo UF: SP",11,30726319,0,roberta.anchieta-silva@itau-unibanco.com.br,VECTIS DATAGRO CR AGR – FDO INV CAD PROD AG - IMOB,1964104,2022-10-18,,['VCRA11'],,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImNucGoiOiI0MjUwMjgyNzAwMDE0MyIsImlkZW50aWZpZXJGdW5kIjoiVkNSQSJ9
TCPF,FII TREECORP,TCPF11 ,,26990011000150,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"DAS NAÇÕES UNIDAS, 11857 - 11 ANDAR - CJ 111 - CEP: 4578908 CIDADE: SÃO PAULO UF: SP",11,55083500,0,DIRETOR RESPONSAVEL                     ,CAROLINA ANDREA GARISTO GREGÓRIO,"DAS NAÇÕES UNIDAS, 11857 - 11 ANDAR - CJ 111 - CEP: 4578908 CIDADE: SÃO PAULO UF: SP",11,55083500,0,brcapital@brcapital.com.br,TREECORP REAL ESTATE FDO INV IMOB - I             ,297327,2017-03-03,,['TCPF11'],,,BR-CAPITAL DTVM S/A                     ,"AV DAS NAÇÕES UNIDAS, 11857 - CEP: 4578908 Cidade: SÃO PAULO UF: SP",11,55083500,0,crl@unitas.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjI2OTkwMDExMDAwMTUwIiwiaWRlbnRpZmllckZ1bmQiOiJUQ1BGIn0=
TELD,FII TELLUS  ,,,36200701000111,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,"IGUATEMI, 151 - 19 ANDAR(PARTE) - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI,"IGUATEMI, 151 - 19 ANDAR(PARTE) - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,fii@brltrust.com.br,TELLUS DESENVOLVIMENTO LOGÍSTICO FDO. INVEST. IMOB,98747,2021-12-01,,,,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiMzYyMDA3MDEwMDAxMTEiLCJpZGVudGlmaWVyRnVuZCI6IlRFTEQiLCJ0eXBlRnVuZCI6N30=
VERE,FII VEREDA  ,VERE11 ,,8693497000182,Financeiro e Outros/Fundos/Fundos Imobiliários,https://vortx.com.br/,AV BRIGADEIRO FARIA LIMA 2277 - 2 ANDAR - CEP: 1452000 CIDADE: SÃO PAULO UF: SP,11,30307177,0,DIRETOR RESPONSAVEL,ERNANE DIVINO DOS SANTOS ALVES,AV BRIGADEIRO FARIA LIMA 2277 - 2 ANDAR - CEP: 1452000 CIDADE: SÃO PAULO UF: SP,11,30307177,0,admfundos@vortx.com.br,FDO INV IMOB VEREDA - FII                         ,550084,2007-04-04,,['VERE11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJWRVJFIn0=
TRXF,FII TRX REAL,TRXF11 ,,28548288000152,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,"R IGUATEMI 151 - 19o ANDAR (PARTE), 0 - R IGUATEMI 151 - 19o ANDAR (PARTE) - CEP: 1451011 CIDADE: SAO PAULO UF: SP",11,31330350,31330350,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,"R IGUATEMI 151 - 19o ANDAR (PARTE), 0 - R IGUATEMI 151 - 19o ANDAR (PARTE) - CEP: 1451011 CIDADE: SAO PAULO UF: SP",11,31330350,31330350,funds@brltrust.com.br,TRX REAL ESTATE FDO. INV. IMOB. - FII             ,11992687,2022-10-14,,['TRXF11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjI4NTQ4Mjg4MDAwMTUyIiwiaWRlbnRpZmllckZ1bmQiOiJUUlhGIn0=
RECX,FII REC FOF ,RECX11 ,,36642356000176,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.btgpactual.com/asset-management/fundos-btg-pactual,"Praia de Botafogo  501 - 5 ANDAR, PARTE - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,"Praia de Botafogo  501 - 5 ANDAR, PARTE - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,sh-contato-fundoimobiliario@btgpactual.com,FDO. INV. IMOB. REC FUNDO DE FUNDOS               ,218313,2021-09-13,,['RECX11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM2NjQyMzU2MDAwMTc2IiwiaWRlbnRpZmllckZ1bmQiOiJSRUNYIn0=
JCDB,FII JCDB 02 ,,,35705542000144,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.brltrust.com.br/,"Rua Iguatemi, 151 - 19º andar (parte) - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330360,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI,"Rua Iguatemi, 151 - 19º andar (parte) - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330360,0,juridico.fundos@brltrust.com.br,JACARANDÁ 02 FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,769499,2022-08-18,,,,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM1NzA1NTQyMDAwMTQ0IiwiaWRlbnRpZmllckZ1bmQiOiJKQ0RCIn0=
RECR,FII REC RECE,RECR11 ,,28152272000126,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,"IGUATEMI, 151 - 19o ANDAR (PARTE) - CEP: 1451011 CIDADE: SAO PAULO UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,"IGUATEMI, 151 - 19o ANDAR (PARTE) - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,FDO INV IMOB - FII REC RECEBIVEIS IMOBILIARIOS    ,26441650,2022-04-05,,['RECR11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjI4MTUyMjcyMDAwMTI2IiwiaWRlbnRpZmllckZ1bmQiOiJSRUNSIn0=
HSAF,FII HSI CRI ,HSAF11 ,,35360687000150,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,"IGUATEMI, 151 - 19 ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI,"IGUATEMI, 151 - 19 ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,fii@brltrust.com.br,HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBI,2526360,2022-12-13,,['HSAF11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM1MzYwNjg3MDAwMTUwIiwiaWRlbnRpZmllckZ1bmQiOiJIU0FGIn0=
BRCO,FII BRESCO  ,BRCO11 ,,20748515000181,Financeiro e Outros/Fundos/Fundos Imobiliários,www.oliveiratrust.com.br,"AV DAS AMERICAS, 3434 - BLOCO 07 - GRUPO 201  - BLOCO 07 - GRUPO 201 - CEP: 22631003 CIDADE: RIO DE JANEIRO UF: RJ",21,35140000,35140099,DIRETOR RESPONSAVEL,JOSE ALEXANDRE COSTA DE FREITAS,"AV DAS AMERICAS, 3434 - BLOCO 07 - GRUPO 201  - BLOCO 07 - GRUPO 201 - CEP: 22631003 CIDADE: RIO DE JANEIRO UF: RJ",21,35140000,35140099,fundos@oliveiratrust.com.br,BRESCO LOGÍSTICA - FDO INV IMOB                   ,14778781,2020-12-01,,['BRCO11'],,,OLIVEIRA TRUST                          ,AV DAS AMÉRICAS 500 - BLOCO 13-GRUPO 205 - CEP: 22640100 Cidade: RIO DE JANEIRO UF: RJ,21,35140000,35140099,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCUkNPIn0=
MGLG,FII MOGNO LG,MGLG11 ,,40041711000129,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,"AVENIDA ATAULFO DE PAIVA, 153 - SALA 201 - CEP: 22440032 CIDADE: RIO DE JANEIRO UF: RJ",113,272237,30750463,DIRETOR RESPONSAVEL                     ,LIZANDRO SOMMER ARNONI,"AVENIDA ATAULFO DE PAIVA, 153 - SALA 201 - CEP: 22440032 CIDADE: RIO DE JANEIRO UF: RJ",113,272237,30750463,juridico.regulatorio@xpi.com.br,SUNO LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO        ,1888174,2022-05-04,,['MGLG11'],,,OLIVEIRA TRUST                          ,AV DAS AMÉRICAS 500 - BLOCO 13-GRUPO 205 - CEP: 22640100 Cidade: RIO DE JANEIRO UF: RJ,21,35140000,35140099,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQwMDQxNzExMDAwMTI5IiwiaWRlbnRpZmllckZ1bmQiOiJNR0xHIn0=
VTPA,FII VOTP V  ,,,21500481000174,Financeiro e Outros/Fundos/Fundos Imobiliários,www.vam.com.br/web/site/pt/,AV DAS NAÇÕES UNIDAS 14171 - TORRE A - 11 ANDAR - CEP: 4794000 CIDADE: SÃO PAULO UF: SP,11,51711761,0,DIRETOR RESPONSAVEL,ALCINDO CANTO NETO,AV DAS NAÇÕES UNIDAS 14171 - TORRE A - 11 ANDAR - CEP: 4794000 CIDADE: SÃO PAULO UF: SP,11,51711761,0,vam-cvm@vam.com.br,FDO. INVEST. IMOB. VOTORANTIM PATRIMONIAL V       ,650000,2020-02-03,,,,,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.  ,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7.ANDAR - CEP: 4794970 Cidade: SÃO PAULO UF: SP,11,51715053,51715057,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJWVFBBIn0=
TSER,FII TISHMAN ,TSER11 ,,34847042000184,Financeiro e Outros/Fundos/Fundos Imobiliários,www.brltrust.com.br/,R IGUATEMI 151 - 19º ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP,11,31330350,0,DIRETOR RESPONSAVEL,DANILO CHRISTÓFARO BARBIERI,R IGUATEMI 151 - 19º ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP,11,31330350,0,juridico.fundos@brl.com.br,TISHMAN SPEYER RENDA CORPORATIVA FDO. INV. IMOB.  ,1205000,2020-11-26,,['TSER11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM0ODQ3MDQyMDAwMTg0IiwiaWRlbnRpZmllckZ1bmQiOiJUU0VSIn0=
BARI,FII BARIGUI ,BARI11 ,,29267567000100,Financeiro e Outros/Fundos/Fundos Imobiliários,www.oliveiratrust.com.br,"AV DAS AMERICAS, 3434  - BLOCO 07 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ",21,35140000,35140099,DIRETOR RESPONSAVEL,JOSE ALEXANDRE COSTA DE FREITAS,"AV DAS AMERICAS, 3434  - BLOCO 07 - CEP: 22640102 CIDADE: RIO DE JANEIRO UF: RJ",21,35140000,35140099,alexandre.freitas@oliveiratrust.com.br,FDO INV IMOB BARIGUI RENDIMENTOS IMOB I FII       ,4634191,2021-03-31,,['BARI11'],,,OLIVEIRA TRUST                          ,AV DAS AMÉRICAS 500 - BLOCO 13-GRUPO 205 - CEP: 22640100 Cidade: RIO DE JANEIRO UF: RJ,21,35140000,35140099,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjI5MjY3NTY3MDAwMTAwIiwiaWRlbnRpZmllckZ1bmQiOiJCQVJJIn0=
LUGG,FII LUGGO   ,LUGG11 ,,34835191000123,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.bancointer.com.br/inter-dtvm/,"do Contorno, nº 7.777,  - 1º andar - CEP: 30110051 CIDADE: BELO HORIZONTE UF: MG",31,36145332,0,DIRETOR RESPONSAVEL                     ,MARIA CLARA GUIMARÃES GUSMÃO                                ,"do Contorno nº 7.777,  - 1º andar - CEP: 30110051 CIDADE: BELO HORIZONTE UF: MG",31,36145332,0,admfundos@interdtvm.com.br,LUGGO FDO. INV. IMOB.                             ,900000,2023-01-06,,['LUGG11'],,,INTER DTVM LTDA.                        ,AV do Contorno 7777 - 1 andar - CEP: 30110051 Cidade: Belo Horizonte UF: MG,31,24387978,0,idtvm@interdtvm.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM0ODM1MTkxMDAwMTIzIiwiaWRlbnRpZmllckZ1bmQiOiJMVUdHIn0=
SAIC,FII SIA CORP,SAIC11B ,,17311079000174,Financeiro e Outros/Fundos/Fundos Imobiliários,www.brb.com.br,N/I SBS - QUADRA 01 - BLOCO E  - ED. BRASILIA - CEP: 70072900 CIDADE: BRASILIA UF: DF,61,34129064,34128834,DIRETOR RESPONSAVEL,KÁTIA DO CARMO PEIXOTO DE QUEIROZ,N/I SBS - QUADRA 01 - BLOCO E  - ED. BRASILIA - CEP: 70072900 CIDADE: BRASILIA UF: DF,61,34129064,34128834,ddaretdtvm@dtvm.brb.com.br,FDO INV IMOB - FII SIA CORPORATE                  ,1429830,2015-01-05,,['SAIC11B'],,,BRB DTVM S/A,R SBS - QUADRA 01 - BLOCO E  - ED. BRASILIA - CEP: 70072900 CIDADE: BRASILIA UF: DF,61,34129064,0,ggecapdtvm@dtvm.brb.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJTQUlDIn0=
RBLG,FII RBCAP LG,RBLG11 ,,35652227000104,Financeiro e Outros/Fundos/Fundos Imobiliários,www.btgpactual.com,N/I PRAIA DO BOTAFOGO 501 - 5 AND (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832826,0,DIRETOR RESPONSAVEL,ALLAN HADID,N/I PRAIA DO BOTAFOGO 501 - 5 AND (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832826,0,SH-contato-fundoimobiliario@btgpactual.com,RB CAPITAL LOGÍSTICO FDO. INV. IMOB.ye            ,640199,2020-09-25,,['RBLG11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJSQkxHIn0=
ANCR,FII ANCAR IC,ANCR11B ,,7789135000127,Financeiro e Outros/Fundos/Fundos Imobiliários,www.gerafuturo.com.br,R PRAIA DE BOTAFOGO 228 - sala 913 - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,21,21378888,0,DIRETOR RESPONSAVEL,GUILHERME CHARNAUX GRUMSER,R PRAIA DE BOTAFOGO 228 - SALA 913 - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,21,21378888,0,atendimentocvm@brasilplural.com,FDO INV IMOB - FII ANCAR IC                       ,451113,2017-11-22,,['ANCR11B'],,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjA3Nzg5MTM1MDAwMTI3IiwiaWRlbnRpZmllckZ1bmQiOiJBTkNSIn0=
HABT,FII HABIT II,HABT11 ,,30578417000105,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.vortx.com.br,"BRIGADEIRO FARIA LIMA, 2277 -  - CEP: 1452000 CIDADE: SÃO PAULO UF: SP",11,30307177,30307177,DIRETOR RESPONSAVEL                     ,ERNANE DIVINO DOS SANTOS ALVES                              ,"BRIGADEIRO FARIA LIMA, 2277 -  - CEP: 1452000 CIDADE: SÃO PAULO UF: SP",11,30307177,30307177,operacoessp@vortx.com.br,HABITAT II - FDO INV IMOB                         ,8126783,2022-12-13,,['HABT11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJIQUJUIn0=
SFND,FII SAO FER ,SFND11 ,,9350920000104,Financeiro e Outros/Fundos/Fundos Imobiliários,www.riobravo.com.br,AV CHEDID JAFET 222 - BLOCO B/3.ANDAR  -  - CEP: 4551065 CIDADE: SÃO PAULO UF: SP,11,21076600,21076699,Diretor Presidente,PAULO ANDRÉ PORTO BILYK,AV CHEDID JAFET 222 - BLOCO B/3.ANDAR  -  - CEP: 4551065 CIDADE: SÃO PAULO UF: SP,11,21076600,21076699,correspondencia@riobravo.com.br,FDO INV IMOB SÃO FERNANDO                         ,981472,2008-01-28,,['SFND11'],,,RIO BRAVO INVESTIMENTOS DTVM S.A.       ,"AV CHEDID JAFET, 222 - BLOCO B - 3.ANDAR - CEP: 4551065 Cidade: SAO PAULO UF: SP",11,35096600,0,escrituracao@riobravo.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJTRk5EIn0=
HSAF,FII HSI CRI ,HSAF11 ,,35360687000150,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,"IGUATEMI, 151 - 19 ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI,"IGUATEMI, 151 - 19 ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,0,fii@brltrust.com.br,HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBI,2526360,2022-12-13,,['HSAF11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJIU0FGIn0=
